NUM,PINYIN,EXPECTED (GROUND TRUTH),QWERTY_model-016-23447,NINE_model-014-21074,SWIFTKEY_QWERTY,SWIFTKEY_NINE,FULL_SCORE,QWERTY_model-016-23447 SCORE,NINE_model-014-21074 SCORE,SWIFTKEY_QWERTY SCORE,SWIFTKEY_NINE SCORE
750,qinggeiwojiangehebaodan。,请给我煎个荷包蛋。,请给我讲隔和保单。,请给我叫报道。,请给我间隔荷包蛋。,请给我叫哥哥报道。,9,4,4,7,4
751,meiyoushenmetebiemanyide。,没有什么特别满意的。,没有什么特别满意的。,没有什么特别满意的。,没有什么特别慢医德。,没有什么特别男子的。,10,10,10,7,8
752,haiguanshenbaodanzaizher。,海关申报单在这儿。,海冠肾报单在这。,该关身报倒在意儿。,海关申报但在这儿。,海关申报但在这儿。,9,6,5,8,8
753,tahewoshidaxuetongxue。,他和我是大学同学。,他和我是大学同学。,他和我是大学同学。,他和我是大学同学。,他和我是大学同学。,9,9,9,9,9
754,zheshininjiaoqiandeshouju。,这是您交钱的收据。,这是您交钱的首据。,这是您间少的首据。,这是您交钱的收据。,这是民间钱的收据。,9,8,6,9,7
755,ninfuxianjin，haishishuaka？,您付现金，还是刷卡？,您付现金，海誓刷喀？,您都现进，该是耍啦？,您浮现近，还是刷卡？,您浮现近，还是刷卡？,10,7,5,8,8
756,wobushinageyisi，duibuqi。,我不是那个意思，对不起。,我不是那个意思，对不起。,我不是那个自思，对不起。,我不是那个意思，对不起。,我不是那个意思，对不起。,12,12,11,12,12
757,wozhangfuyixiabanjiuhuijia。,我丈夫一下班就回家。,我丈夫一下半就回家。,我想父一下班就回家。,我丈夫一下班就回家。,我想复习下班就回家。,10,9,8,10,7
758,youlejiating，jiuyoulezerengan。,有了家庭，就有了责任感。,有了家庭，就有了责任感。,有了家庭，就有了责任感。,有了家庭，就有了责任感。,游客家庭，就走了责任感。,12,12,12,12,9
759,haomadui，danninhaoxiangjicuohaomale。,号码对，但您好像记错号码了。,号码对，但您好像记错号码了。,高嘛队，但您好相力不干码了。,号码对，但您好想记错号码了。,干妈对，到你面向记错干吗了。,14,14,7,13,6
760,jieshuxuyaohuiyuankama？,借书需要会员卡吗？,结束需要回原喀吗？,结束需要回原看？,结束需要会员卡吗？,结束需要会员卡吗？,9,4,3,7,7
761,woyouyigehenjidedianhuayaoda。,我有一个很急的电话要打。,我有一个痕迹的电话要打。,我有一个很迹的电话研发。,我有一个痕迹的电话要打。,我有一个痕迹的电话研发。,12,10,9,10,8
762,zhegeyeqingyiqisuanyixia。,这个也请一起算一下。,这个也情一起算一下。,这个野情一疲全一下。,这个也请一起算一下。,这个也清晰齐全一下。,10,9,6,10,6
763,qingbawodexinglisongdaofangjianqu。,请把我的行李送到房间去。,请把我的行里送到房渐去。,请把握的行利送到房间朴。,请把我的行李送到房间去。,请把我的行李送到当郊区。,12,10,9,12,9
764,qubeijingdehuocheshenmeshihouchufa？,去北京的火车什么时候出发？,去北京的火车什么时候处罚？,苏北京的火车什么时候处罚？,去北京的火车什么时候出发？,去北京的火车什么时候出发？,13,11,10,13,13
765,tiana，jingranshuilanjiaole。,天啊，竟然睡懒觉了。,天啊，竟然谁烂角了。,天啊，竟然谁看见了。,天啊，竟然睡懒觉了。,天啊，竟然睡懒觉了。,10,7,7,10,10
766,suoyi，ninxiangshuoshenme？,所以，您想说什么？,所以，您想说什么？,所以，您想说什么？,所以，您想说什么？,所以，您想说什么？,9,9,9,9,9
767,yinweixinggebuhe，tamenfenshoule。,因为性格不和，他们分手了。,因为性格不合，他们分手了。,因为性格不合，他们分手了。,因为性格不和，他们分手了。,因为性格不个，他们分手了。,13,12,12,13,12
768,yaobuyaozaiqubiededifang？,要不要再去别的地方？,要不要再区别的地方？,要不要再区别的地方？,要不要再区别的地方？,要不要再区别的地方？,10,9,9,9,9
769,congshenmeshihoukaishinengshangban？,从什么时候开始能上班？,从什么时候开始能上班？,从什么时候开始能上班？,从什么时候开始能上班？,从什么时候开始能上班？,11,11,11,11,11
770,haimeiyoushenmetebiedeshiqing。,还没有什么特别的事情。,海没有什么特别的事情。,该没有什么特别的事情。,还没有什么特别的事情。,还没有什么特别的事情。,11,10,10,11,11
771,tingshuohuiyifuyinziliaoweizhuchuti。,听说会以复印资料为主出题。,听说回一幅引资料为住出题。,听说会一都信息建为一太退。,听说会议复印资料为主出题。,听说会衣服信息较为秀长腿。,13,8,5,12,5
772,laiwojiachiwanfan，zenmeyang？,来我家吃晚饭，怎么样？,来我家吃晚饭，怎么样？,来我家吃晚饭，怎么样？,来我家吃晚饭，怎么样？,来我家吃晚饭，怎么样？,11,11,11,11,11
773,wodanxintachuleshenmeshi。,我担心他出了什么事。,我担心踏出了什么事。,我担心他出了什么事。,我担心他除了什么事。,我担心他除了什么事。,10,9,10,9,9
774,quanbufeiyongyigongduoshaoqian？,全部费用一共多少钱？,全部费用意供多少钱？,全部费用子功多少钱？,全部费用一共多少钱？,全部费用一共多少钱？,10,8,8,10,10
775,woxiangmaijineimianshuipin。,我想买机内免税品。,我想买机内免水品。,我想买紧每年水品。,我想买机内免税拼。,我想迈进地面谁亲。,9,8,5,8,3
776,woxiangkanyixiadengshanxie。,我想看一下登山鞋。,我想看一下等山些。,我想看一下登山者。,我想看一下登山写。,我想看一下登山者。,9,7,8,8,8
777,wodailedianliwuxiangninbiaoshizhuhe。,我带了点礼物向您表示祝贺。,我呆了电礼物向您表示祝贺。,我呆了点级续向民表示一。,我带了点礼物向您表示祝贺。,我带了点继续向您表示祝贺。,13,11,7,13,11
778,wobuxihuanyounidecai。,我不喜欢油腻的菜。,我不喜欢有你的菜。,我不喜欢有你的菜。,我不喜欢油腻的菜。,我不喜欢油腻的菜。,9,7,7,9,9
779,duibuqi，nengbunenggeiwohuayizhangtu？,对不起，能不能给我画一张图？,对不起，能不能给我花一张图？,对不起，能不能给我话一张图？,对不起，能不能给我花一张图？,对不起，能不能给我花一张图？,14,13,13,13,13
780,qinggaosuwozuozhedemingzi。,请告诉我作者的名字。,请告诉我作者的名字。,请告诉我做这的名字。,请告诉我作者的名字。,请告诉我作者的名字。,10,10,8,10,10
781,duibuqi，zhebushiwoyaomaide。,对不起，这不是我要买的。,对不起，这不是我要买的。,对不起，这不是我要买的。,对不起，这不是我要买的。,对不起，这不是我要买的。,12,12,12,12,12
782,ninnengyongdianziyoujianfaguolaima？,您能用电子邮件发过来吗？,您能用电子邮件法过来吗？,您能用电子有较大过来吗？,您能用电子邮件发过来吗？,您能用电子邮件发过来吗？,12,11,9,12,12
783,feijicanshenmeshihoutigong？,飞机餐什么时候提供？,飞机残什么时候提供？,飞机报什么时候提供？,飞机餐什么时候提供？,飞机餐什么时候提供？,10,9,9,10,10
784,ninyaokaochuangdeweizi，haishikaoguodaodeweizi？,您要靠窗的位子，还是靠过道的位子？,您要靠床的位子，海是靠过道的位字？,您要看床的唯一，该是看过蛋的唯一？,您要靠窗的位子，还是靠过道的位子？,您要靠窗的唯一，还是看过饭的唯一？,17,14,8,17,11
785,wojidianguoqubijiaohao？,我几点过去比较好？,我几点过去比较好？,我接过去此较高？,我几点过去比较好？,我几点过去比较好？,9,9,5,9,9
786,qingxianxi，ranhoudala。,请先洗，然后打蜡。,请先席，然后打啦。,请小息，然后大啦。,请纤细，然后打蜡。,请消息，然后打卡。,9,7,5,7,6
787,ninyaoshenmeyangdeweizi？,您要什么样的位子？,您要什么样的位字？,您早什么样的唯一？,您要什么样的位子？,您要什么样的唯一？,9,8,6,9,7
788,qinggaosuwozhegeyaodefuyongfangfa。,请告诉我这个药的服用方法。,请告诉我这个药的服用方法。,请告诉我这个玩的副用方法。,请告诉我这个要的服用方法。,请告诉我这个要的服用方法。,13,13,11,12,12
789,ruguokenengdehua，woxiangzuozaianjingdeweizishang。,如果可能的话，我想坐在安静的位子上。,如果可能的话，我想坐在安静的位子上。,如果可能的话，我想坐在安静的唯一上。,如果可能的话，我想坐在安静的位子上。,如果可能的话，我想坐在安静的位子上。,18,18,16,18,18
790,qingfadianziyoujiangenwolianxi。,请发电子邮件跟我联系。,请发电子邮件跟我联系。,请发电子邮件跟我联系。,请发电子邮件跟我联系。,请发电子邮件跟我联系。,11,11,11,11,11
791,xiexiegeweitingwodefayan。,谢谢各位听我的发言。,谢谢各位听我的发言。,这些各位听我的发言。,谢谢各位听我的发言。,谢谢各位听我的发言。,10,10,8,10,10
792,woyoujiansishixiangbaituonin。,我有件私事想拜托您。,我有见司是想摆拖您。,我有健其实向摆脱民。,我又件私事想拜托您。,我邮件其实想拜托您。,10,5,3,9,7
793,duibuqi，qianbaolimeiyouqian。,对不起，钱包里没有钱。,对不起，钱包里没有钱。,对不起，钱办利没有钱。,对不起，钱包里没有钱。,对不起，钱包里没有钱。,11,11,9,11,11
794,shenmeshihounengkanshangbing？,什么时候能看上病？,什么时候能看伤病？,什么时候能看上病？,什么时候能看上并？,什么时候能考上并？,9,8,9,8,7
795,chelihaishengxiaduoshaoyoule？,车里还剩下多少油了？,车离海声下多少有了？,车离海生下多少走了？,车里还剩下多少有了？,车里还剩下多少游客？,10,6,6,9,8
796,qingdaowaiguorenzhebianpaidui。,请到外国人这边排队。,青岛外国人这边排队。,青岛外国人这次排队。,请到外国人这边排队。,请到外国人这边排队。,10,8,7,10,10
797,shide，wochiqilaiyoudiandan。,是的，我吃起来有点淡。,是的，我吃起来有点淡。,是的，我吃起来有点到。,使得，我吃起来有点但。,使得，我吃起来有点烦。,11,11,10,8,8
798,wohuishuoyingyuhehanyu。,我会说英语和汉语。,我会说英语和汉语。,我会说应最电鱼。,我会说英语和汉语。,我会说英语和感悟。,9,9,4,9,7
799,ganmaoyaoyexuyaochufangma？,感冒药也需要处方吗？,感冒药也需要厨房吗？,感冒药也需要厨房吗？,感冒药也需要厨房吗？,感冒药也需要厨房吗？,10,8,8,8,8
800,zhegedizhishizhelima？,这个地址是这里吗？,这个地制是这理吗？,这个地制是这里吗？,这个地址是这里吗？,这个地址是这里吗？,9,7,8,9,9
801,ruguomaofanlenin，woxiangnindaoqian。,如果冒犯了您，我向您道歉。,如果冒犯了您，我想您道歉。,如果难到了您，我想您道歉。,如果冒犯了您，我向您道歉。,如果难道了您，我向您道歉。,13,12,10,13,11
802,qushineidechuzuchezainarzuo？,去市内的出租车在哪儿坐？,去世内的出租车在做？,趋是美的出租车在纳说？,去室内的出租车在哪儿做？,去室内的出租车在哪儿做？,12,8,6,10,10
803,wojintiantebiemang，zuobuliao。,我今天特别忙，做不了。,我今天特别忙，做不料。,我今天特别忙，做不减。,我今天特别忙，做不了。,我今天特别忙，做不了。,11,10,10,11,11
804,duibuqi，zhangsuancuole。,对不起，帐算错了。,对不起，张算错了。,对不起，像全错了。,对不起，张算错了。,对不起，掌权错了。,9,8,7,8,7
805,zheshihanguorendejibentixing。,这是韩国人的基本体形。,这是韩国人的基本提性。,这是韩国人的基本提醒。,这是韩国人的基本提醒。,这是韩国人的基本提醒。,11,9,9,9,9
806,woyouyigehenzhongyaodedianhuayaoda。,我有一个很重要的电话要打。,我有一个很重要的电话要打。,我有一个很重要的电话研发。,我有一个很重要的电话要打。,我有一个很重要的电话研发。,13,13,11,13,11
807,zainabianrouleiguitaipangbian。,在那边肉类柜台旁边。,在那边肉类柜太旁边。,在那边肉类毁太旁边。,在那边肉类柜台旁边。,在那边肉类柜台旁边。,10,9,8,10,10
808,qingbangbangwo，wenjianzhaobudaole。,请帮帮我，文件找不到了。,请帮帮我，稳件找不到了。,请邦帮我，问健找不到了。,请帮帮我，文件找不到了。,请帮帮我，文件找不到了。,12,11,9,12,12
809,qinggeiwoyijiananjingdefangjian。,请给我一间安静的房间。,请给我一家南安静的房间。,请给我一见南安京的房间。,请给我一件安静的房间。,请给我一件安静的房间。,11,9,8,10,10
810,jintiannikanqilaihentebie。,今天你看起来很特别。,今天你看起来很特别。,今天你看起来很特别。,今天你看起来很特别。,今天你看起来很特别。,10,10,10,10,10
811,youbaba，mama，didihewo。,有爸爸，妈妈，弟弟和我。,有爸爸，妈妈，弟弟和我。,走爸爸，妈妈，蒂和我。,有爸爸，妈妈，弟弟和我。,有爸爸，妈妈，饿黑河我。,12,12,9,12,9
812,jingchangwangjiqutuoersuoyaodaidedongxi。,经常忘记去托儿所要带的东西。,经常忘汲去拖尔索要带的东西。,经常王里如托尔索要带的东西。,经常忘记去托儿所腰带的东西。,经常忘记去托儿所腰带的东西。,14,10,9,13,13
813,xianzaiyoujigedengdailuke？,现在有几个等待旅客？,现在有几个等待路客？,现在有几个等待路了？,现在有几个等待路可？,现在有几个等待旅客？,10,9,8,8,10
814,qinggeiwonayigeyanhuigang。,请给我拿一个烟灰缸。,请给我哪一个宴会港。,请给我妈一个样提港。,请给我哪一个烟灰缸。,请给我那只扼要贵港。,10,6,6,9,4
815,nihenanpengyouxiangchudehaoma？,你和男朋友相处得好吗？,你和男朋友相处的好吗？,你和男朋友相处得好吗？,你和男朋友相处的号码？,你个男朋友相处的号码？,11,10,11,8,7
816,qinggeiwokaohaidefangjian。,请给我靠海的房间。,请给我考海的房间。,请给我看海的房间。,请给我靠海的房间。,请给我看海德房间。,9,8,8,9,7
817,zainarkeyidadianhua？,在哪儿可以打电话？,在那可以打电话？,在纳却一打电话？,在哪儿可以打电话？,在哪儿可以打电话？,9,7,5,9,9
818,xiuxiyihuirzaizouba。,休息一会儿再走吧。,休息一挥热再走吧。,注意一嗯外走吧。,休息一会儿再走吧。,休息一会儿再走吧。,9,7,4,9,9
819,yicidianhuanengdaduoshaofenzhong？,一次电话能打多少分钟？,一次电话能大多少分钟？,一电话能大多少分钟呢？,一次电话能打多少分钟？,一次电话能打多少分钟？,11,10,8,11,11
820,jiuhedaozherba，zenmeyang？,就喝到这儿吧，怎么样？,就喝到哪儿吧，怎么样？,就铁翻子二吧，怎么样？,就喝到这儿吧，怎么样？,六个道谢怕啊，怎么样？,11,10,7,11,5
821,qingzaiquerenyixiadianhuahaoma。,请再确认一下电话号码。,青灾却认以下电话号码。,请在确认以下电话号码。,请再确认一下电话号码。,请再确认一下电话号码。,11,7,9,11,11
822,xianzaigaiquzhunbeishuijiaole。,现在该去准备睡觉了。,现在该区准备谁教了。,现在该去准备睡见了。,现在该去准备睡觉了。,现在还去准备睡觉了。,10,7,9,10,9
823,lixuexiaojindedifangbijiaohao。,离学校近的地方比较好。,李学校进的地方比较好。,李学现金的地方比较好。,离学校近的地方比较好。,离学校近的地方比较好。,11,9,8,11,11
824,shibaokuogonggongfeiyongdejiaqianma？,是包括公共费用的价钱吗？,时包括公共费用的价钱吗？,是保括公共费用的价钱吗？,是包括公共费用的价钱吗？,是包括公共费用的价钱吗？,12,11,11,12,12
825,qingliuxianindexingming，womashangzhuangaota。,请留下您的姓名，我马上转告他。,请刘下您的姓名，我马上赚搞他。,请刘下您的姓名，我马上赚他。,请留下您的姓名，我马上转告他。,请留下您的姓名，我马上转告他。,15,12,12,15,15
826,qingxiannahao，ranhouzuoxiadenghou。,请先拿号，然后坐下等候。,请先哪好，然后坐下等候。,请着那好，然后坐下等候。,请先那好，然后坐下等候。,请先呐喊，然后坐下等候。,12,10,9,10,10
827,shide，dangran，haixuyaotiaojieyinshi。,是的，当然，还需要调节饮食。,是的，当然，海需要条结饮食。,是的，当然，该需要田结心事。,使得，当然，还需要调节饮食。,使得，当然，还需要调节饮食。,14,11,9,12,12
828,tuoqiandefangfeiyaocongyajinlikou。,拖欠的房费要从押金里扣。,拖欠的防非要从牙进里口。,妥欠的防非要从挖近急楼。,拖欠的放飞要从押金里扣。,拖欠的放飞要从押金忌口。,12,7,5,10,8
829,qingchushinindechurujingka。,请出示您的出入境卡。,清除示您的出入境咔。,清楚市您的出去惊啦。,请出事您的出入境卡。,清楚市民的出入境啦。,10,7,4,9,5
830,xianzaihoubanchangkaishile。,现在后半场开始了。,现在后半敞开始了。,现在后半场开始了。,现在后半场开始了。,现在后半场开始了。,9,8,9,9,9
831,youmeiyoushenmeguominzheng？,有没有什么过敏症？,有没有什么过民证？,有没有什么过民证？,有没有什么过敏症？,有没有什么过敏症？,9,7,7,9,9
832,qingnongderongyiguanlixie。,请弄得容易管理些。,轻弄的容易管理协。,轻弄的容易管理者。,请弄得容易管理写。,请弄得容易管理者。,9,6,6,8,8
833,xiaojie，qingfangxiaxiaozhuoban。,小姐，请放下小桌板。,小姐，请放下小桌伴。,小姐，请放下着准伴。,小姐，请放下小桌半。,小姐，请放下找准半。,10,9,7,9,7
834,shide，ninmeizai，suoyiliuleyan。,是的，您没在，所以留了言。,是的，您没再，所以流了言。,是的，您没在，所以就可言。,使得，您没在，所以留了眼。,使得，您内外，所以就科研。,13,11,11,10,6
835,zhefengxinwoxiangjiguahao。,这封信我想寄挂号。,这封信我相机挂号。,这封信我想计划好。,这封信我相机挂号。,这封信我想计划好。,9,7,6,7,6
836,beijingzhanfujinzuiyoumingdeshishenme？,北京站附近最有名的是什么？,北京战附近最有名的是什么？,北京县附近最有名的是什么？,北京站附近最有名的是什么？,北京站附近最有名的是什么？,13,12,12,13,13
837,liangweihenbanpei，xiwangfazhanchuhaojieguo。,两位很般配，希望发展出好结果。,两位很办配，希望发展出好结果。,两位很宝配，希望发展出好结果。,两位很般配，希望发展出好结果。,两位很般配，希望发展出汗结果。,15,14,14,15,14
838,wobadianhuazhuangeizhangmin。,我把电话转给张民。,我把电话专给张民。,我把电话妆地相民。,我把电话转给张民。,我把电话转给向您。,9,8,6,9,7
839,woyibuxiaoxinbanajianshishuochuqule。,我一不小心把那件事说出去了。,我一不小心办那间事说出去了。,我一不小心把那件事说出去了。,我一不小心把那件事说出去了。,我一不小心把那件事说出去了。,14,12,14,14,14
840,woxihuannenglijiewoderen。,我喜欢能理解我的人。,我喜欢能理解我的人。,我喜欢能理解我的人。,我喜欢能力接我的人。,我习惯能理解我的人。,10,10,10,8,8
841,youbianshangyayouzhuyale。,右边上牙有蛀牙了。,又边上压又助牙了。,又边上挖又住牙了。,有边上呀又蛀牙了。,有超强呀又蛀牙了。,9,5,5,6,4
842,womenyuehui，zenmeyang？,我们约会，怎么样？,我们约会，怎么样？,我们学会，怎么样？,我们约会，怎么样？,我们学会，怎么样？,9,9,8,9,8
843,zuotianjiandenagerenmanyima？,昨天见的那个人满意吗？,昨天建的那个人满意吗？,昨天件的那个人满意吗？,昨天见的那个人满意吗？,做条件的那个人满意吗？,11,10,10,11,8
844,daowojiachidiandongxi，zenmeyang？,到我家吃点东西，怎么样？,到我家吃点东西，怎么样？,但我俩吃点东西，怎么样？,到我家吃点东西，怎么样？,到我家吃点东西，怎么样？,12,12,10,12,12
845,qingzaigeiwoyidianshijian。,请再给我一点时间。,请再给我一点时间。,请在给我一点时间。,请再给我一点时间。,请再给我一点时间。,9,9,8,9,9
846,dagaishenmeshihounengzhidaojieguo？,大概什么时候能知道结果？,大概什么时候能知道结果？,大概什么时候能知道结果？,大概什么时候能知道结果？,大概什么时候能知道结果？,12,12,12,12,12
847,congshenmeshihoukaishiyoude？,从什么时候开始有的？,从什么时候开始有的？,从什么时候开始有的？,从什么时候开始有的？,从什么时候开始有的？,10,10,10,10,10
848,wangfanjipiaoshiduoshaoqian？,往返机票是多少钱？,王返击票是多少钱？,杨帆击少是多少钱？,往返机票是多少钱？,往返机票是多少钱？,9,7,5,9,9
849,xianzai，woyedangbabale。,现在，我也当爸爸了。,现在，我也当爸爸了。,现在，我也放爸爸了。,现在，我也当爸爸了。,现在，我也当爸爸了。,10,10,9,10,10
850,pijiuqingdaozailiangbeiligeiwo。,啤酒请倒在凉杯里给我。,啤酒青倒在两背离给我。,四酒青岛在两杯离给我。,啤酒青岛在两背离给我。,啤酒瓶但在两北极给我。,11,7,6,6,6
851,xiexieningeiwozhemehaodeliwu。,谢谢您给我这么好的礼物。,谢谢您给我这么好的礼物。,这些名地我这么好的礼物。,谢谢您给我这么好的礼物。,谢谢您给我这么好的礼物。,12,12,8,12,12
852,maopidayiyekeyima？,毛皮大衣也可以吗？,毛皮大一也可以吗？,南汽发一也可以吗？,毛坯大衣也可以吗？,男批发一则可以吗？,9,8,5,8,4
853,nengbacailiaochuanzhenguolaima？,能把材料传真过来吗？,能把材料传真过来吗？,能把材料穿真过来吗？,能把材料传真过来吗？,能把材料传真过来吗？,10,10,9,10,10
854,ninyoubushiguyide，meiguanxi。,您又不是故意的，没关系。,您有不是故意的，没关系。,您有不是故意的，没关系。,您又不是故意的，没关系。,您又不是故意的，没关系。,12,11,11,12,12
855,shizuilingrengaoxingdexiaoxi。,是最令人高兴的消息。,是最令人高兴得消息。,是最令人高兴的消息。,是最令人高兴的消息。,是最令人高兴的消息。,10,9,10,10,10
856,shachepianhaoxiangyouwenti。,刹车片好像有问题。,刹车偏好像有问题。,卡车千好像有问题。,刹车片好像有问题。,刹车片好像有问题。,9,8,7,9,9
857,wuxifenqifukuanjigeyue？,无息分期付款几个月？,无锡分期付款几个月？,与一分期付款几何月？,无锡分期付款几个月？,与细分皮肤款几个月？,10,9,7,9,6
858,qingzaihongchalijiadianniunai。,请在红茶里加点牛奶。,请在鸿查里家点牛奶。,请在公茶李家电牛奶。,请在红茶里加点牛奶。,请外公查缉家电牛奶。,10,7,6,10,4
859,zhemebiaoda，zenmeyang？,这么表达，怎么样？,这么表达，怎么样？,这么变达，怎么样？,这么表达，怎么样？,这么表达，怎么样？,9,9,8,9,9
860,qingnibalajitongdaoyixia。,请你把垃圾桶倒一下。,请你吧垃圾通道一下。,请你巴拉利通到一下。,请你把垃圾通道一下。,请你把垃圾通道一下。,10,7,5,8,8
861,woyouzhengzaiyuehuideren。,我有正在约会的人。,我有正在约会的人。,我有正在学会的人。,我有正在约会的人。,我有正在学会的人。,9,9,8,9,8
862,wojiaolechuzuche，haimeilaine。,我叫了出租车，还没来呢。,我叫了出租车，海眉来呐。,我叫了出租车，海内来么。,我交了出租车，还没来呢。,我聊了出租车，还没来呢。,12,9,9,11,11
863,qinggeiwohuanyixiaqianzhaodeng。,请给我换一下前照灯。,请给我换一下钱找等。,请给我关一下山小等。,请给我换一下前兆等。,请给我关系诈骗先锋。,10,7,6,8,4
864,qingzaigeiwoyizhangrujingka。,请再给我一张入境卡。,请再给我一张入睛咔。,请在给我一想去惊啦。,请再给我一张入境卡。,请再给我一向普京啦。,10,8,5,10,6
865,zouzhequxuyaobangexiaoshi。,走着去需要半个小时。,走这去需要半个小时。,有些区需要半个小时。,走着去需要半个小时。,有些去需要半个小时。,10,9,7,10,8
866,ninmeimeizuoshenmegongzuo？,您妹妹做什么工作？,您每妹做什么工作？,您摸妹妹做什么工作？,您妹妹做什么工作？,您妹妹做什么工作？,9,8,8,9,9
867,qingwennindexingmingshishenme？,请问您的姓名是什么？,请问您的姓名是什么？,请问您的姓名是什么？,请问您的姓名是什么？,请问您的姓名是什么？,10,10,10,10,10
868,wodexuexiaochengjiyuelaiyuehaole。,我的学校成绩越来越好了。,我的学校成绩越来越好了。,我的学校成绩越来越好了。,我的学校成绩越来越好了。,我的学校成立越来越好了。,12,12,12,12,11
869,woxiangzaiqitafendianhuanche。,我想在其他分店还车。,我想在其他分点换车。,我想在耍他分点换彻。,我想在其他分店换车。,我想在其他分店贯彻。,10,8,6,9,8
870,tailehenzhongdedongxima？,抬了很重的东西吗？,泰了很重的东西吗？,太了很重的东西吗？,泰勒很中的东西吗？,太可恨中的东西吗？,9,8,8,6,5
871,woyihejiujiuhuibutingdeshuoyiyangdehua。,我一喝酒就会不停地说一样的话。,我一喝酒久会不停的说一样的话。,我一个酒久会不停的说一样的话。,我一喝酒就会不停的说一样的话。,我一个舅舅会不停的说一样的话。,15,13,12,14,11
872,keyizaiyiqizuoyihuirma？,可以在一起坐一会儿吗？,可以在一起做一会吗？,可惜在一起做一回破啊？,可以在一起做一会儿吗？,可以在一起做一会儿吗？,11,9,6,10,10
873,wodasuanbushangtongjixue，gaishangyingyukouyu。,我打算不上统计学，改上英语口语。,我打算不上痛计学，改上英语口语。,我打算不上痛计学，该上行语口语。,我打算不上统计学，盖上英语口语。,我打算不上统计学，海上英语口语。,16,15,13,15,15
874,songhuodangtianqingzaidadianhualianxi。,送货当天请再打电话联系。,宋火当天情再打电话联系。,宋国当天清在打电话联系。,送货当天请再打电话联系。,送货当天请再打电话联系。,12,9,8,12,12
875,tingshuoyigexingqihoujiuchuyuan。,听说一个星期后就出院。,听说一个星期候就出院。,听说一个星期后救出院。,听说一个星期后就出院。,听说一个星期后就出院。,11,10,10,11,11
876,zhegegongjiaochequshizhengfuma？,这个公交车去市政府吗？,这个公交车趋市政府吗？,这个公交车趋势政府吗？,这个公交车去市政府吗？,这个公交车去市政府吗？,11,10,9,11,11
877,zhegenengfuyinyixiama？,这个能复印一下吗？,这个能付音一下吗？,这个能都心一下吗？,这个能复印一下吗？,这个梦复印一下吗？,9,7,7,9,8
878,bangninbadianhuazhuangeifuzebumen。,帮您把电话转给负责部门。,帮您把电话专给负责部门。,帮民把电话妆负责不门。,帮您把电话转给负责部门。,帮您擦掉化妆地负责部门。,12,11,8,12,7
879,lianggedaren，yigexiaohair。,两个大人，一个小孩儿。,两个大人，一个小孩热。,两个大人，一个小害赛。,两个大人，一个小孩儿。,两个大人，一个小孩儿。,11,10,9,11,11
880,zhebiandeshangpinzuishouhuanying。,这边的商品最受欢迎。,这边的商品最受欢迎。,这边的商品最受欢迎。,这边的商品最受欢迎。,这边的商品最受欢迎。,10,10,10,10,10
881,duibuqi，womeiyoushijian。,对不起，我没有时间。,对不起，我没有时间。,对不起，我没有时间。,对不起，我没有时间。,对不起，我没有时间。,10,10,10,10,10
882,quguoyici，danshimeiwanryouxi。,去过一次，但是没玩儿游戏。,去过一次，但是没容游戏。,如果一次，但是没眼而益。,去过一次，但是没玩儿游戏。,如果一次，但是没玩儿游戏。,13,11,7,13,11
883,qinggeiwoyizhiyuanzhubi。,请给我一支圆珠笔。,请给我一志愿主壁。,请给我一直愿意台。,请给我一直圆珠笔。,请给我一直圆珠笔。,9,5,5,8,8
884,qingzhuangaotakuaidiangeiwodadianhua。,请转告他快点给我打电话。,青装来他快点给我打电话。,请转他快掉给我打电话。,请转告他快点给我打电话。,请转告他快点给我打电话。,12,9,10,12,12
885,zhegejiuhoujinrdabuda？,这个酒后劲儿大不大？,这个酒后进大不大？,这个酒后金色彩大？,这个酒后今儿打不大？,这个酒后吝啬啊步伐？,10,8,6,8,5
886,zhegecaiduochangshijiannengzuohao？,这个菜多长时间能做好？,这个才多长时间能做好？,这个百多长时间能做好？,这个才多长时间能做好？,这个百多长时间能做好？,11,10,10,10,10
887,wozuonidenanpengyou，zenmeyang？,我做你的男朋友，怎么样？,我做你的男朋友，怎么样？,我做你的男朋友，怎么样？,我做你的男朋友，怎么样？,我做米粉按朋友，怎么样？,12,12,12,12,9
888,nengyongdianziyoujianfaguolaima？,能用电子邮件发过来吗？,能用电子邮件法过来吗？,梦用电子有较大过来吗？,能用电子邮件发过来吗？,能用电子邮件发过来吗？,11,10,7,11,11
889,jiaodaonindemingzizhiqian，qingdaonabiandenghou。,叫到您的名字之前，请到那边等候。,教到您的名字之前，青到那边等候。,简到您的名字之前，青岛那边等厚。,教导您的名字之前，青岛那边等候。,简单您的名字之前，青岛那边丰厚。,16,14,12,12,10
890,biwoqidaidehaiyaohaochi。,比我期待的还要好吃。,比我期待的海要好吃。,爱我期待的海造好吃。,比我期待的还要好吃。,爱我期待的海洋驳斥。,10,9,7,10,5
891,qingshaodeng，duibuqi，natianyuyueyijingmanle。,请稍等，对不起，那天预约已经满了。,青少等，对不起，那天预悦已经满了。,青前锋，对不起，那天语学习经难了。,请稍等，对不起，那天预约已经满了。,请稍等，对不起，那天预约已经满了。,17,14,10,17,17
